tract_geoid,month_start,y_incidents_12m,predicted_next_30d,risk_score,lag_1m_count,rolling_mean_3m,rolling_mean_12m,total_pop_acs,median_hh_income_acs
17031843200,2025-12-01,507.0,38.526666095577305,54.8,41.0,46.333333333333336,42.0,2348,66172
17031843300,2025-12-01,262.0,19.343078473227358,27.5,19.0,22.333333333333332,21.75,1572,41250
17031843400,2025-12-01,284.0,22.058638224208984,31.4,25.0,23.333333333333332,23.083333333333332,1209,32404
17031843500,2025-12-01,222.0,15.17428966850945,21.6,10.0,14.333333333333334,19.0,9398,52875
17031843600,2025-12-01,488.0,36.34338023569085,51.7,34.0,46.0,42.416666666666664,2966,55250
17031843700,2025-12-01,194.0,13.362828423866617,19.0,18.0,23.666666666666668,16.0,2453,191384
17031843800,2025-12-01,169.0,12.414475737462697,17.7,17.0,14.0,14.25,1479,32095
17031843900,2025-12-01,673.0,41.1527487497385,58.5,41.0,62.0,57.0,3700,56926
17031844600,2025-12-01,216.0,16.85506215203645,24.0,15.0,18.0,17.5,2275,54565
17031844700,2025-12-01,328.0,20.15484019613764,28.7,24.0,22.666666666666668,28.0,1753,51298
17031980000,2025-12-01,882.0,63.76152097617004,90.7,68.0,82.33333333333333,73.41666666666667,0,-666666666
17031980100,2025-12-01,491.0,37.16078791626946,52.8,43.0,37.666666666666664,41.333333333333336,0,-666666666
17031990000,2025-12-01,0.0,0.023996379846436922,0.0,0.0,0.0,0.0,0,-666666666
